movieRank,movieName,moviePic,starNum,quoteNum,movieDes
127,小森林 夏秋篇,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg,8.9,133882人评价,那些静得只能听见呼吸的日子里，你明白孤独即生活。
128,贫民窟的百万富翁,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470476887.jpg,8.5,402713人评价,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
129,喜剧之王,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg,8.5,321564人评价,我是一个演员。
130,雨人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg,8.6,213994人评价,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
131,东邪西毒,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,8.6,256047人评价,电影诗。
132,记忆碎片,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,8.5,285287人评价,一个针管引发的血案。
133,喜宴,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg,8.8,142761人评价,中国家庭的喜怒哀乐忍。
134,燃情岁月,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,8.7,150991人评价,传奇，不是每个人都可以拥有。
135,怪兽电力公司,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1805127697.jpg,8.6,246212人评价,不要给它起名字，起了名字就有感情了。
136,疯狂原始人,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,8.7,377984人评价,老少皆宜，这就是好莱坞动画的魅力。
137,虎口脱险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,8.9,109054人评价,永远看不腻的喜剧。
138,黑天鹅,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719282906.jpg,8.5,424991人评价,黑暗之美。
139,卢旺达饭店,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg,8.8,122069人评价,当这个世界闭上双眼，他却敞开了怀抱。
140,英雄本色,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,8.6,168082人评价,英雄泪短，兄弟情长。 
141,恋恋笔记本,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,8.5,287803人评价,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
142,猜火车,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,8.5,252499人评价,不可猜的青春迷笛。 
143,魂断蓝桥,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,8.8,131347人评价,中国式内在的美国电影。
144,穿越时空的少女,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,8.6,188405人评价,爱上未来的你。 
145,傲慢与偏见,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,8.4,307547人评价,爱是摈弃傲慢与偏见之后的曙光。
146,教父3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,8.8,132771人评价,任何信念的力量，都无法改变命运。
147,雨中曲,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,8.9,94481人评价,骨灰级歌舞片。
148,完美的世界,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,9.0,81689人评价,坏人的好总是比好人的好来得更感人。
149,纵横四海,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg,8.7,148501人评价,香港浪漫主义警匪动作片的巅峰之作。
150,海边的曼彻斯特,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,8.6,186829人评价,我们都有权利不与自己的过去和解。
151,萤火之森,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg,8.7,160528人评价,触不到的恋人。
152,7号房的礼物,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,8.7,178703人评价,《我是山姆》的《美丽人生》。
153,哈利·波特与死亡圣器(下),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,8.6,278456人评价,10年的完美句点。
154,玩具总动员3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,8.8,194918人评价,跨度十五年的欢乐与泪水。
155,花样年华,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,8.5,250795人评价,偷情本没有这样美。
156,荒蛮故事,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192834364.jpg,8.8,140365人评价,始于荒诞，止于更荒诞。
157,小森林 冬春篇,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,8.9,115953人评价,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
158,我是山姆,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,8.8,105299人评价,爱并不需要智商 。
159,二十二,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,8.8,90826人评价,有一些东西不应该被遗忘。
160,人工智能,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,8.6,192055人评价,对爱的执着，可以超越一切。
161,浪潮,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,8.7,133909人评价,世界离独裁只有五天。
162,时空恋旅人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,8.6,202735人评价,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
163,冰川时代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,8.4,275043人评价,松鼠才是角儿。
164,超能陆战队,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,8.6,374331人评价,Balalala~~~
165,唐伯虎点秋香,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg,8.4,331483人评价,华太师是黄霑，吴镇宇四大才子之一。
166,香水,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470006658.jpg,8.4,279022人评价,一个单凭体香达到高潮的男人。
167,朗读者,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,8.5,280945人评价,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
168,蝙蝠侠：黑暗骑士崛起,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,8.6,298216人评价,诺兰就是保证。
169,心迷宫,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg,8.6,164032人评价,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
170,追随,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150103377.jpg,8.9,82822人评价,诺兰的牛逼来源于内心散发出的恐惧。
171,罗生门,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1864872647.jpg,8.7,126565人评价,人生的N种可能性。
172,撞车,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2075132390.jpg,8.6,175926人评价,天使与魔鬼的冲撞。
173,一次别离,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg,8.7,133740人评价,只有有信仰的人才能说出事实真相。
174,可可西里,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,8.7,130580人评价,坚硬的信仰。
175,战争之王,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453719066.jpg,8.5,176249人评价,做一颗让别人需要你的棋子。
176,未麻的部屋,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,8.8,98526人评价,好的剧本是，就算你猜到了结局也猜不到全部。
177,爆裂鼓手,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,8.6,239721人评价,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
178,梦之安魂曲,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg,8.7,112755人评价,一场没有春天的噩梦。
179,地球上的星星,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,8.8,85389人评价,天使保护事件始末。
180,恐怖游轮,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,8.3,326303人评价,不要企图在重复中寻找已经失去的爱。
181,碧海蓝天,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,8.7,108527人评价,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
182,达拉斯买家俱乐部,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,8.6,169454人评价,Jared Leto的腿比女人还美！
183,阿飞正传,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p924558512.jpg,8.5,183443人评价,王家卫是一种风格，张国荣是一个代表。
184,牯岭街少年杀人事件,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,8.7,107602人评价,弱者送给弱者的一刀。
185,谍影重重2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,8.5,160536人评价,谁说王家卫镜头很晃？
186,谍影重重,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,8.5,193299人评价,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
187,被解救的姜戈,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg,8.5,261086人评价,热血沸腾，那个低俗、性感的无耻混蛋又来了。
188,秒速5厘米,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg,8.3,299373人评价,青春就是放弃和怀念。
189,魔女宅急便,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1637195618.jpg,8.5,195762人评价,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
190,惊魂记,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,8.9,83394人评价,故事的反转与反转，分裂电影的始祖。
191,海盗电台,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg,8.6,165863人评价,生命不止，摇滚不死。
192,再次出发之纽约遇见你,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,8.5,169874人评价,爱我就给我看你的播放列表。
193,忠犬八公物语,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg,9.0,59471人评价,养狗三日，便会对你终其一生。
194,青蛇,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg,8.4,222435人评价,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
195,东京物语,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg,9.2,50788人评价,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
196,绿里奇迹,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,8.7,106997人评价,天使暂时离开。
197,哪吒闹海,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2163636038.jpg,8.9,80777人评价,想你时你在闹海。
198,末路狂花,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg,8.7,105032人评价,没有了退路，只好飞向自由。
199,勇闯夺命岛,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg,8.5,142453人评价,类型片的极致。 
200,终结者2：审判日,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,8.6,141424人评价,少见的超越首部的续集，动作片中的经典。
201,这个男人来自地球,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,8.5,180883人评价,科幻真正的魅力不是视觉效果能取代的。 
202,卡萨布兰卡,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg,8.6,125092人评价,与同名歌曲无关。
203,荒野生存,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,8.6,127860人评价,出门必备：本草纲目。
204,源代码,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,8.3,409841人评价,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
205,迁徙的鸟,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg,9.1,51878人评价,最美的飞翔。
206,新龙门客栈,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,8.5,184344人评价,嬉笑怒骂，调风动月。
207,黑客帝国3：矩阵革命,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,8.5,156218人评价,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
208,头脑特工队,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,8.7,226506人评价,愿我们都不用长大，每一座城堡都能永远存在。
209,变脸,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,8.4,215173人评价,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
210,城市之光,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2099815842.jpg,9.2,43984人评价,永远的小人物，伟大的卓别林。
211,E.T. 外星人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,8.5,153268人评价,生病的E.T.皮肤的颜色就像柿子饼。
212,美国丽人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg,8.4,185855人评价,每个人的内心都是深不可测的大海。 
213,发条橙,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,8.4,186435人评价,我完全康复了。
214,模仿游戏,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,8.5,255239人评价,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
215,黄金三镖客,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg,9.1,51367人评价,最棒的西部片。
216,燕尾蝶,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532195562.jpg,8.6,107997人评价,现实与童话交相辉映的旅程。
217,英国病人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg,8.4,174267人评价,"In memory, love lives forever..."
218,房间,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,8.8,151871人评价,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
219,无耻混蛋,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p770734475.jpg,8.4,223665人评价,昆汀同学越来越变态了，比北野武还杜琪峰。
220,初恋这件小事,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,8.3,461132人评价,黑小鸭速效美白记。
221,叫我第一名,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p496133870.jpg,8.6,108768人评价,乐观比一切都有力量。
222,非常嫌疑犯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470383576.jpg,8.6,116415人评价,我不信仰上帝，但我敬畏上帝。
223,穆赫兰道,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg,8.3,235037人评价,大卫·林奇的梦境迷宫。
224,勇士,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg,8.9,87574人评价,热血沸腾，相当完美的娱乐拳击大餐。
225,爱在午夜降临前,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,8.8,115668人评价,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
226,上帝也疯狂,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173719647.jpg,8.6,96027人评价,纯净原始的笑与感动。
227,一个叫欧维的男人决定去死,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,8.7,114103人评价,惠及一生的美丽。
228,无敌破坏王,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,8.6,184249人评价,迪士尼和皮克斯拿错剧本的产物。
229,国王的演讲,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg,8.3,339478人评价,皇上无话儿。
230,疯狂的石头,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,8.2,312947人评价,中国版《两杆大烟枪》。
231,蓝色大门,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584822570.jpg,8.3,272618人评价,青春的窃窃私语。 
232,血钻,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,8.5,131157人评价,每个美丽事物背后都是滴血的现实。
233,枪火,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg,8.6,99536人评价,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
234,爱·回家,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2107418134.jpg,9.0,47203人评价,献给所有外婆的电影。
235,大卫·戈尔的一生,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186861098.jpg,8.6,92145人评价,捍卫人权只是信仰，一点不妨碍其行为的残忍。
236,步履不停,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg,8.8,69795人评价,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
237,无人知晓,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,9.0,52949人评价,我的平常生活就是他人的幸福。
238,遗愿清单,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg,8.5,127458人评价,用剩余不多的时间，去燃烧整个生命。
239,你的名字。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,8.5,455013人评价,
240,千钧一发,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,8.7,85174人评价,一部能引人思考的科幻励志片。
241,彗星来的那一夜,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187896711.jpg,8.4,174293人评价,小成本大魅力。
242,荒岛余生,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1341248319.jpg,8.5,133057人评价,一个人的独角戏。
243,麦兜故事,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804938713.jpg,8.5,127701人评价,麦兜是一只很哲学的猪。 
244,我爱你,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,9.0,56636人评价,你要相信，这世上真的有爱存在，不管在什么年纪 
245,暖暖内含光,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479565065.jpg,8.4,144245人评价,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。
246,曾经,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173720203.jpg,8.3,202596人评价,有些幸福无关爱情。
247,月球,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p449399746.jpg,8.5,142906人评价,2009媲美《第九区》的又一部科幻神作。
248,蝴蝶,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1451436171.jpg,8.6,94782人评价,我们长途跋涉寻找的东西，有可能一直就在身边。 
249,巴黎淘气帮,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465446537.jpg,8.6,103979人评价,四百击的反面。
250,与狼共舞,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p499158228.jpg,8.9,55684人评价,充满诗意与情怀的史诗作品。 
